Year,Month,Stan,Total_Precipitation,Atmospheric_Pressure_Station,Global_Radiation,Air_Temperature,Max_Air_Temperature,Min_Air_Temperature,Relative_Humidity,Max_Relative_Humidity,Min_Relative_Humidity,Hourly_Wind_Speed,Max_Wind_Gust
2003,2,SE,75.8,1012.43,1200.05,27.85,25.0,23.2,27.39,25.4,18.9,6.98,6.7
2003,3,SE,50.6,1011.9,917.63,27.86,24.7,23.5,27.46,25.4,19.3,6.35,7.1
2003,4,SE,66.4,1012.51,454.22,27.88,24.9,22.9,27.43,25.0,18.6,6.12,7.5
2003,5,SE,269.8,1013.6,688.89,26.5,24.7,22.4,26.04,24.9,18.7,5.8,7.6
2003,6,SE,195.6,1015.13,837.46,25.6,23.4,20.8,25.13,23.9,16.4,5.79,6.7
2003,7,SE,197.0,1017.34,759.81,24.99,22.6,20.3,24.49,23.7,12.6,6.78,7.2
2003,8,SE,113.6,1017.01,808.7,24.91,22.6,20.7,24.45,23.2,16.0,6.4,6.2
2003,9,SE,67.6,1016.1,741.47,25.59,23.7,20.9,25.18,24.1,15.1,7.08,7.6
2003,10,SE,175.2,1014.16,1420.48,26.04,23.2,21.9,25.64,23.9,17.9,7.7,7.6
2003,11,SE,150.2,1012.3,1258.06,26.4,23.8,22.5,26.01,24.6,18.8,7.59,7.4
2003,12,SE,47.8,1012.41,1865.37,27.26,24.8,23.6,26.91,24.8,19.0,7.93,8.1
2004,1,SE,272.2,1010.9,1595.1,26.64,25.0,22.3,26.22,25.7,19.1,6.5,7.5
2004,2,SE,49.6,1012.15,1264.38,27.31,25.0,22.9,26.91,25.3,19.4,6.45,7.3
2004,3,SE,55.0,1011.79,782.07,27.58,24.9,23.0,27.15,25.0,19.2,6.67,7.1
2004,4,SE,108.6,1012.53,762.2,27.34,24.8,22.2,26.88,24.8,18.4,6.25,7.3
2004,5,SE,163.0,1014.05,869.38,26.35,23.9,21.0,25.9,25.4,18.0,5.83,6.7
2004,6,SE,135.6,1017.02,750.45,25.85,22.9,21.0,25.39,23.6,15.5,6.56,6.8
2004,7,SE,233.4,1016.35,1083.03,24.39,22.9,19.5,23.93,23.9,14.0,6.86,7.7
2004,8,SE,195.4,1017.61,961.72,24.21,22.6,19.0,23.8,23.0,13.9,6.12,6.4
2004,9,SE,74.2,1016.32,801.28,25.26,22.3,20.3,24.84,23.0,15.3,7.08,6.9
2004,10,SE,7.2,1013.65,1228.34,26.35,22.8,23.2,25.97,23.3,17.2,7.93,7.9
2004,11,SE,26.0,1012.41,1578.52,26.66,23.7,23.6,26.26,24.1,15.2,7.77,8.4
2004,12,SE,0.0,1012.01,1574.88,27.25,23.7,23.9,26.86,24.2,19.0,7.48,7.9
2006,1,SE,27.6,1012.11,14053.23,27.3,25.0,23.2,26.88,25.3,19.5,7.27,6.9
2006,2,SE,31.8,1010.91,14615.13,27.71,25.2,24.1,27.38,25.6,20.1,7.53,8.1
2006,3,SE,21.6,1011.51,18947.0,28.34,25.8,24.3,27.93,26.0,21.6,7.38,8.1
2006,4,SE,7.0,1010.05,26130.94,29.0,25.6,27.6,28.61,25.7,22.1,6.72,7.2
2006,5,SE,0.0,1010.22,22227.29,28.57,23.74,28.78,28.07,24.34,22.29,6.28,2.59
2006,6,SE,0.0,1012.67,16228.99,27.82,22.94,27.87,26.81,23.54,21.46,6.42,2.52
2006,7,SE,0.0,1015.12,10230.7,27.07,22.16,26.92,25.55,22.76,20.61,6.56,2.45
2006,8,SE,0.0,1017.61,4134.07,26.31,21.35,25.97,24.27,21.95,19.75,6.7,2.38
2006,9,SE,168.34,1016.58,830.31,25.39,24.1,21.4,24.69,24.3,18.3,7.29,6.7
2006,10,SE,706.2,1013.33,1108.57,26.0,24.7,23.4,25.63,25.2,20.3,7.52,7.4
2006,11,SE,65.96,1011.71,1129.0,26.32,25.0,23.3,25.97,25.3,20.6,7.51,6.9
2006,12,SE,9.0,1012.57,1275.36,27.48,25.5,23.8,27.15,26.0,20.7,7.71,7.7
2007,1,SE,27.8,1012.23,1152.26,27.45,25.4,23.8,27.09,26.1,21.4,6.98,7.5
2007,2,SE,428.78,1011.98,969.19,26.74,25.5,22.4,26.32,25.7,20.8,5.93,8.4
2007,3,SE,209.12,1012.74,1177.25,27.29,25.7,22.3,26.83,26.3,19.7,6.0,5.7
2007,4,SE,265.03,1012.7,758.38,26.48,25.7,20.5,26.01,26.0,19.7,5.96,8.7
2007,5,SE,1608.44,1015.59,14.17,24.16,23.39,25.21,24.07,23.49,22.5,6.77,2.38
2007,6,SE,1255.25,1015.4,37.32,24.26,23.27,25.12,24.19,23.39,22.5,7.06,2.91
2007,7,SE,985.74,1015.21,60.46,24.37,23.15,25.03,24.31,23.28,22.5,7.36,3.46
2007,8,SE,669.28,1015.01,83.99,24.48,23.02,24.94,24.44,23.18,22.5,7.66,4.01
2007,9,SE,346.38,1014.82,107.14,24.58,22.9,24.86,24.56,23.07,22.5,7.96,4.54
2007,10,SE,76.67,1014.22,474.9,25.17,24.6,23.4,25.03,24.8,19.5,8.07,6.9
2007,11,SE,2.2,1011.97,1133.15,26.05,25.1,20.9,25.64,25.2,19.0,8.22,8.5
2007,12,SE,0.0,1011.21,756.33,25.73,24.8,20.7,25.36,25.2,18.2,7.7,9.0
2008,1,SE,0.0,1010.79,213.92,25.69,25.15,25.03,25.33,24.39,22.5,8.09,4.0
2008,2,SE,0.0,1010.67,277.95,27.11,27.22,26.68,26.57,25.94,23.81,9.39,4.0
2008,3,SE,3.8,1010.48,342.91,28.4,29.43,24.5,27.71,27.59,25.04,10.39,4.2
2008,4,SE,155.4,1010.59,837.34,27.21,30.3,22.8,26.74,30.3,22.2,5.47,5.5
2008,5,SE,454.8,1013.09,665.02,26.37,30.1,21.4,25.91,30.2,19.9,6.06,5.5
2008,6,SE,145.0,1015.35,678.57,25.61,26.2,20.8,25.13,27.1,16.7,6.49,7.2
2008,7,SE,106.4,1017.18,667.31,24.57,26.9,18.9,24.06,28.2,18.8,6.99,6.2
2008,8,SE,0.2,1015.6,748.92,24.72,26.5,21.2,24.16,27.3,18.3,6.51,6.5
2008,9,SE,0.0,1015.83,852.87,25.7,27.9,21.6,25.19,28.5,18.4,6.63,7.2
2008,10,SE,0.0,1014.8,975.97,26.46,26.0,21.8,25.93,26.6,19.9,7.59,7.6
2008,11,SE,4.6,1011.91,1170.31,27.22,25.8,23.5,26.72,26.4,20.6,7.8,7.9
2008,12,SE,7.0,1011.0,1136.29,27.11,25.5,24.1,26.72,25.9,21.0,7.33,7.2
2009,1,SE,26.6,1011.77,1127.41,27.53,25.5,23.2,27.14,26.0,19.8,7.38,8.1
2009,2,SE,32.0,1011.15,1045.67,27.58,26.1,23.8,27.13,26.6,20.8,6.79,8.7
2009,3,SE,1.2,1010.34,1087.32,27.88,26.9,24.4,27.5,27.3,21.6,6.54,6.8
2009,4,SE,4.0,1011.55,872.86,27.69,29.9,23.3,27.26,30.4,21.4,5.98,7.0
2009,5,SE,0.4,1012.77,577.36,26.0,29.2,23.0,25.6,29.5,22.5,5.55,6.9
2009,6,SE,0.0,1015.04,742.42,26.12,29.2,21.7,25.68,29.4,19.7,5.83,5.9
2009,7,SE,127.8,1016.03,700.88,25.44,26.4,21.3,24.93,26.8,19.5,6.15,6.4
2009,8,SE,215.8,1016.01,733.63,25.09,28.1,21.4,24.58,28.6,16.0,6.76,6.8
2009,9,SE,75.2,1015.66,921.94,25.81,26.9,21.5,25.39,27.6,19.0,7.1,7.0
2009,10,SE,9.09,1012.03,895.99,26.59,26.6,22.8,26.24,27.2,20.7,7.12,7.6
2009,11,SE,76.33,1011.85,1646.38,28.35,23.79,26.54,27.88,24.54,23.41,7.86,5.41
2009,12,SE,32.18,1012.18,1273.42,28.5,28.1,22.7,27.95,28.5,21.0,7.98,7.7
2010,1,SE,45.8,1012.14,1114.65,28.37,26.9,23.4,27.84,27.6,21.2,7.08,6.9
2010,2,SE,81.8,1011.81,952.52,28.11,27.6,23.6,27.71,27.8,21.4,6.54,10.8
2010,3,SE,37.6,1011.22,969.96,28.49,26.8,23.8,28.1,27.7,21.0,6.52,8.3
2010,4,SE,444.8,1011.79,728.41,27.47,28.5,23.1,27.06,29.0,21.6,5.55,6.8
2010,5,SE,170.4,1012.73,736.69,27.03,30.1,22.9,26.6,30.5,21.0,6.29,4.8
2010,6,SE,322.0,1015.76,615.85,25.77,28.6,20.3,25.29,29.2,19.5,7.25,3.49
2010,7,SE,185.4,1016.44,726.82,25.26,27.0,21.2,24.77,27.6,18.5,7.65,4.23
2010,8,SE,121.8,1017.35,806.31,24.81,25.1,19.8,24.33,25.7,16.4,8.06,4.98
2010,9,SE,92.2,1015.93,842.7,25.28,24.3,20.2,24.79,25.0,16.4,8.38,7.1
2010,10,SE,250.83,1013.19,656.88,26.39,22.7,22.9,25.68,23.6,16.7,6.79,7.3
2010,11,SE,126.37,1010.47,495.95,28.58,22.8,24.64,26.27,22.34,19.6,7.61,5.05
2010,12,SE,11.0,1009.51,676.58,28.8,24.3,24.8,27.97,25.1,18.2,8.39,7.9
2011,1,SE,116.4,1010.64,852.99,27.79,24.4,23.1,27.23,25.7,4.3,7.09,7.5
2011,2,SE,29.4,1011.27,865.1,28.02,21.07,23.1,27.48,16.81,7.49,7.3,6.9
2011,3,SE,56.8,1010.38,839.51,28.5,24.7,23.4,27.95,25.9,16.76,6.61,7.6
2011,4,SE,260.0,1011.69,660.11,27.62,24.3,23.7,27.06,25.1,17.8,6.49,7.1
2011,5,SE,360.6,1013.28,547.22,26.42,23.9,22.0,25.98,24.5,17.0,6.3,6.0
2011,6,SE,102.0,1015.23,590.52,25.46,23.1,20.3,24.99,24.0,16.4,5.46,6.1
2011,7,SE,149.6,1016.17,544.39,24.92,22.8,20.4,24.4,23.6,15.1,6.69,6.6
2011,8,SE,94.0,1016.65,716.72,25.06,21.8,20.0,24.62,22.2,15.6,6.35,6.4
2011,9,SE,67.4,1017.33,746.69,25.29,21.8,21.9,24.88,22.5,14.2,7.39,5.4
2011,10,SE,118.8,1012.61,835.99,26.15,23.3,22.8,25.81,23.9,17.7,7.67,8.1
2011,11,SE,48.2,1012.48,817.1,26.34,23.4,21.5,26.01,23.9,17.0,7.84,8.4
2011,12,SE,5.2,1012.06,932.53,26.92,23.7,23.6,26.55,27.3,18.1,7.16,7.6
2012,1,SE,18.6,1012.58,874.53,27.22,23.8,24.3,26.83,23.9,18.4,7.84,8.7
2012,2,SE,109.8,1012.29,899.48,27.55,23.7,24.3,27.12,24.4,18.7,7.62,6.7
2012,3,SE,29.4,1012.83,876.99,27.63,23.8,23.8,27.22,24.8,18.3,7.17,8.0
2012,4,SE,33.2,1012.78,801.31,27.57,24.1,20.9,27.14,24.5,15.7,6.38,5.8
2012,5,SE,175.4,1014.51,648.97,26.63,23.0,22.2,26.19,23.9,16.1,5.96,5.6
2012,6,SE,167.8,1016.1,588.78,25.84,24.7,21.4,25.37,26.1,14.5,6.15,6.4
2012,7,SE,140.6,1016.77,592.58,25.07,22.8,20.0,24.62,23.0,14.5,6.34,5.8
2012,8,SE,126.0,1018.37,679.52,24.75,22.6,20.3,24.23,23.8,15.1,6.96,7.4
2012,9,SE,103.0,1017.43,738.52,25.41,22.7,20.4,24.96,23.2,15.4,6.98,7.0
2012,10,SE,108.6,1014.62,818.64,25.78,27.8,21.6,25.31,28.1,17.4,7.67,7.7
2012,11,SE,8.2,1011.73,921.16,26.92,26.6,22.8,26.51,27.6,22.44,8.7,8.4
2012,12,SE,4.0,1011.9,926.31,27.51,8.83,24.3,27.06,24.8,22.2,7.56,6.4
2013,1,SE,9.0,1012.46,895.21,27.72,14.3,24.5,27.35,24.11,21.96,7.79,7.6
2013,2,SE,23.0,1012.29,913.31,28.1,19.23,25.5,27.66,23.42,21.74,7.4,6.8
2013,3,SE,29.4,1012.29,909.77,28.36,23.6,24.8,27.97,24.5,19.6,7.38,7.7
2013,4,SE,227.2,1012.7,745.01,27.65,26.7,22.8,27.21,27.9,19.1,6.65,6.4
2013,5,SE,110.0,1013.95,625.81,26.57,26.7,22.7,26.1,27.6,19.1,5.06,5.9
2013,6,SE,0.0,1015.16,595.64,26.0,25.7,22.0,25.49,26.3,17.5,5.2,6.3
2013,7,SE,0.0,1016.67,565.37,25.24,24.5,20.8,24.74,24.9,17.1,5.81,7.0
2013,8,SE,66.7,1016.38,633.43,24.93,25.4,21.2,24.39,26.7,14.6,6.47,6.6
2013,9,SE,40.4,1016.1,826.91,26.02,24.0,22.2,25.53,24.1,16.8,7.41,7.4
2013,10,SE,186.4,1014.63,851.52,26.44,24.3,22.7,25.99,25.4,17.7,8.01,8.2
2013,11,SE,170.0,1012.35,864.12,26.69,26.1,21.4,26.23,26.7,18.4,8.22,8.1
2013,12,SE,71.6,1011.7,937.29,27.25,30.1,23.9,26.84,31.1,0.6,7.9,8.1
2014,1,SE,21.4,1013.21,960.74,27.88,27.8,23.6,27.33,28.6,0.0,7.0,7.2
2014,2,SE,82.6,1012.02,849.23,27.75,29.5,23.9,27.18,30.5,0.3,6.93,6.2
2014,3,SE,111.4,1012.55,785.82,27.9,27.4,24.0,27.38,29.5,0.5,6.88,6.2
2014,4,SE,230.2,1012.56,702.62,27.84,26.0,23.4,27.29,27.2,7.9,6.31,6.2
2014,5,SE,202.0,1013.65,621.1,26.63,22.9,21.5,26.07,27.2,12.4,5.79,6.8
2014,6,SE,168.0,1015.74,574.59,25.81,23.7,21.2,25.27,25.0,16.8,5.79,5.4
2014,7,SE,216.4,1018.18,572.24,25.15,23.4,20.6,24.62,26.5,17.4,6.74,6.2
2014,8,SE,93.0,1017.69,679.55,25.2,23.0,21.0,24.68,24.3,15.0,6.41,5.3
2014,9,SE,70.6,1016.47,752.12,25.6,23.0,21.2,25.1,23.3,16.0,7.38,7.3
2014,10,SE,58.6,1015.42,817.51,26.42,23.4,22.6,25.89,25.2,15.8,8.08,7.7
2014,11,SE,69.8,1012.77,859.45,26.68,24.5,22.1,26.19,25.1,17.5,7.5,8.2
2014,12,SE,21.2,1013.3,860.23,27.24,24.0,23.1,26.76,26.5,19.1,7.25,7.2
2015,1,SE,41.8,1014.11,926.28,27.77,24.7,25.1,27.29,25.5,18.5,7.51,6.9
2015,2,SE,68.2,1012.95,847.67,27.79,24.9,23.7,27.29,25.7,20.0,6.99,7.1
2015,3,SE,76.4,1012.51,845.74,28.18,24.9,23.5,27.71,25.8,19.1,6.76,6.5
2015,4,SE,177.2,1012.39,734.49,28.05,25.5,23.6,27.57,28.9,18.8,6.0,6.8
2015,5,SE,452.0,1014.21,583.35,26.82,25.0,22.3,26.31,28.3,17.5,5.49,6.9
2015,6,SE,232.4,1016.52,541.99,25.96,25.4,22.5,25.42,28.5,15.4,5.81,7.8
2015,7,SE,252.0,1017.19,573.01,25.32,27.1,21.0,24.79,27.8,12.0,1.05,5.2
2015,8,SE,107.6,1017.26,648.89,24.98,20.8,19.4,24.42,21.3,9.7,0.08,0.0
2015,9,SE,38.2,1015.78,830.35,26.24,20.7,21.5,25.79,21.5,13.9,4.92,6.6
2015,10,SE,30.6,1015.19,900.29,26.61,21.3,22.8,26.22,21.7,11.6,7.66,7.3
2015,11,SE,10.0,1012.39,1001.52,27.09,21.7,23.4,26.72,21.9,14.7,8.69,8.5
2015,12,SE,32.8,1013.99,932.08,27.38,22.7,24.1,26.96,23.4,15.1,7.48,7.3
2016,1,SE,83.0,1012.33,774.54,27.44,23.2,22.4,27.06,24.4,16.8,6.31,7.4
2016,2,SE,0.0,1013.36,919.29,28.34,23.5,24.1,27.89,23.6,16.6,6.77,8.7
2016,3,SE,0.0,1013.51,836.34,28.61,24.3,25.4,28.14,24.6,17.1,6.66,5.6
2016,4,SE,0.0,1013.21,738.38,28.34,23.2,24.0,27.89,24.2,17.1,6.7,6.5
2016,5,SE,206.0,1015.26,613.77,27.04,23.6,22.4,26.54,23.8,14.8,5.65,7.2
2016,6,SE,225.4,1016.88,567.43,26.07,22.4,21.5,25.59,23.2,14.4,4.94,0.1
2016,7,SE,53.8,1017.33,655.99,25.55,21.7,20.7,25.03,22.0,11.6,3.87,0.08
2016,8,SE,63.4,1017.14,717.83,25.45,21.9,21.0,24.97,22.0,12.9,2.78,0.06
2016,9,SE,39.4,1016.45,820.56,25.94,21.3,22.4,25.54,21.6,13.6,1.71,0.04
2016,10,SE,17.8,1013.96,908.77,26.67,22.4,23.1,26.33,22.4,16.8,0.64,0.02
2016,11,SE,15.6,1012.79,976.57,27.13,22.0,24.8,26.79,22.3,16.1,0.0,0.0
2016,12,SE,39.0,1012.42,964.32,27.36,22.3,23.8,27.02,23.2,17.8,0.0,0.0
2017,1,SE,3.8,1012.87,991.51,27.89,22.0,24.5,27.52,22.2,13.6,0.0,0.0
2017,2,SE,17.6,1012.31,957.71,28.13,22.3,24.6,27.76,22.7,15.8,0.0,0.0
2017,3,SE,58.4,1012.0,861.15,28.31,23.4,24.7,27.91,24.0,16.1,0.04,0.0
2017,4,SE,140.8,1012.8,726.54,28.14,23.1,23.2,27.69,24.7,17.9,1.77,1.0
2017,5,SE,260.8,1014.1,625.01,27.04,23.4,22.5,26.6,24.0,14.5,1.96,0.26
2017,6,SE,0.0,1015.96,550.28,25.97,23.2,21.7,25.45,23.3,13.8,2.83,0.45
2017,7,SE,0.0,1019.02,594.25,24.81,21.0,21.5,24.25,21.6,10.6,3.69,0.64
2017,8,SE,0.0,1017.09,627.13,24.53,20.8,20.6,24.03,21.9,14.2,4.57,0.83
2017,9,SE,0.0,1017.81,708.05,24.75,21.5,21.8,24.17,22.3,13.3,5.47,4.2
2017,10,SE,88.2,1014.85,847.53,26.01,22.7,22.5,25.52,24.2,15.9,6.68,5.7
2017,11,SE,28.2,1012.29,967.89,26.89,22.7,23.9,26.46,23.8,17.4,7.3,6.2
2017,12,SE,21.2,1011.84,898.13,27.18,23.0,23.3,26.75,23.5,16.5,6.79,6.6
2018,1,SE,14.8,1012.38,951.07,27.87,22.3,24.1,27.44,22.6,17.1,7.07,6.5
2018,2,SE,90.4,1011.46,886.96,27.67,23.4,22.9,27.25,23.4,16.9,6.44,6.7
2018,3,SE,140.6,1011.51,876.15,27.6,23.7,23.2,27.17,24.1,17.6,6.4,6.4
2018,4,SE,90.8,1013.22,732.63,27.42,23.5,23.2,26.9,24.1,16.6,5.27,4.8
2018,5,SE,81.63,1014.66,642.7,26.57,23.2,21.7,26.02,24.2,15.6,5.37,5.8
2018,6,SE,201.37,1016.76,598.07,25.61,23.2,20.9,25.05,23.6,13.4,5.62,5.2
2018,7,SE,90.8,1017.36,624.3,24.94,21.5,21.2,24.36,22.4,13.4,5.26,4.7
2018,8,SE,30.2,1017.47,714.26,25.54,21.4,20.9,25.06,22.1,14.1,5.9,4.9
2018,9,SE,10.8,1015.24,816.18,26.16,21.5,21.2,25.69,22.3,14.1,6.69,6.4
2018,10,SE,23.0,1013.35,874.61,26.95,22.2,23.9,26.5,22.9,15.9,7.41,6.9
2018,11,SE,28.0,1012.85,915.23,27.44,22.6,24.3,26.98,23.1,17.0,7.46,6.1
2018,12,SE,8.6,1013.19,933.39,27.84,23.3,24.2,27.34,24.6,15.2,6.82,6.4
2019,1,SE,12.8,1014.04,921.54,28.3,23.6,24.5,27.74,23.8,16.4,6.24,5.3
2019,2,SE,40.6,1011.99,852.12,28.71,24.1,24.4,28.23,24.9,18.4,6.69,6.4
2019,3,SE,133.4,1012.26,668.86,28.45,24.4,23.8,27.94,25.4,18.3,5.96,6.7
2019,4,SE,124.0,1012.32,381.09,28.16,24.6,24.1,27.69,26.3,17.5,5.08,5.1
2019,5,SE,166.8,1013.12,290.5,27.39,24.8,22.7,26.86,26.1,17.2,4.69,5.4
2019,6,SE,291.0,1016.48,289.16,25.76,23.2,21.9,25.18,24.3,14.8,5.55,5.5
2019,7,SE,375.6,1016.66,181.76,25.02,28.0,20.4,24.47,29.2,15.6,5.58,5.3
2019,8,SE,98.2,1018.57,719.59,25.25,20.8,20.7,24.7,23.0,15.7,5.62,6.2
2019,9,SE,95.6,1016.28,803.11,25.89,19.29,22.4,25.36,21.35,17.47,6.07,5.9
2019,10,SE,91.0,1014.12,924.4,26.67,18.01,22.4,26.16,19.6,15.96,6.66,6.3
2019,11,SE,14.2,1012.04,975.59,27.45,20.3,24.2,26.95,21.6,14.4,6.77,6.3
2019,12,SE,8.0,1012.16,974.22,27.89,21.1,24.1,27.4,21.2,12.7,7.17,7.0
2020,1,SE,19.0,1012.13,54.0,28.2,21.9,24.6,27.75,22.0,14.3,6.65,6.7
2020,2,SE,129.6,1012.23,54.0,28.48,22.7,24.3,27.97,23.1,16.2,6.13,5.8
2020,3,SE,187.6,1011.55,54.0,28.18,23.2,23.5,27.67,24.0,15.6,5.7,6.1
2020,4,SE,286.8,1012.71,54.0,27.74,23.4,22.9,27.23,24.4,17.2,5.19,5.1
2020,5,SE,206.4,1014.46,54.0,26.4,23.7,21.7,25.88,24.5,14.6,4.78,6.7
2020,6,SE,263.4,1015.66,54.0,25.67,23.6,21.3,25.09,23.9,14.2,5.0,7.0
2020,7,SE,72.2,1016.19,54.0,25.06,21.3,21.3,24.48,21.9,9.8,5.51,6.4
2020,8,SE,132.4,1016.68,54.0,25.09,21.8,19.8,24.5,22.1,9.2,5.56,6.0
2020,9,SE,42.0,1016.1,54.0,25.78,20.9,22.3,25.22,20.9,12.4,5.9,6.0
2020,10,SE,20.0,1013.53,54.0,26.88,21.9,22.7,26.43,21.9,13.9,6.74,6.1
2020,11,SE,58.6,1012.65,54.0,27.23,21.2,22.6,26.77,21.6,14.8,6.94,6.1
2020,12,SE,8.2,1012.75,54.0,27.4,21.2,24.9,26.99,22.0,12.4,7.11,6.2
2021,1,SE,124.4,1012.22,54.0,27.77,34.7,23.9,27.07,35.1,14.6,6.57,6.2
2021,2,SE,14.0,1011.54,54.0,29.39,33.1,28.33,28.42,33.5,8.7,6.79,6.5
2021,3,SE,72.6,1012.0,54.0,29.18,28.8,30.78,28.06,30.8,1.78,6.12,5.8
2021,4,SE,133.8,1012.34,54.0,28.24,-6.0,27.0,27.26,6.21,1.3,5.32,5.6
2021,5,SE,203.0,1014.53,54.0,25.93,3.7,21.8,25.37,8.5,1.1,5.3,5.7
2021,6,SE,89.6,1015.55,54.0,25.49,2.82,20.9,25.01,8.74,3.78,5.25,5.8
2021,7,SE,283.4,1017.36,54.0,24.74,9.88,21.0,24.22,13.0,8.11,4.93,5.1
2021,8,SE,56.2,1017.35,54.0,24.89,16.95,19.9,24.39,17.27,12.58,5.92,5.3
2021,9,SE,50.6,1015.75,54.0,25.99,20.3,22.2,25.57,21.0,13.1,5.79,5.3
2021,10,SE,46.4,1013.47,54.0,26.73,25.9,23.4,26.35,28.5,15.0,6.53,6.2
2021,11,SE,80.2,1011.38,54.0,27.3,25.59,23.5,26.96,25.65,22.46,7.12,6.3
2021,12,SE,0.0,1011.7,54.0,29.12,24.68,25.7,28.04,24.9,21.74,7.52,5.4
2022,1,SE,0.0,1012.65,54.0,29.02,23.73,29.08,27.98,24.13,21.01,7.26,3.8
2022,2,SE,0.0,1013.43,54.0,28.77,22.78,28.93,27.83,23.35,20.36,6.96,3.57
2022,3,SE,0.0,1014.2,54.0,28.51,21.92,28.76,27.68,22.66,19.63,6.66,3.37
2022,4,SE,0.0,1015.0,54.0,28.25,20.98,28.6,27.53,21.88,18.93,6.36,3.15
2022,5,SE,0.0,1015.8,54.0,27.98,20.06,28.43,27.37,21.13,18.21,6.05,2.93
2022,6,SE,0.0,1016.6,54.0,27.72,19.11,28.27,27.22,20.36,17.51,5.74,2.71
2022,7,SE,0.0,1017.41,54.0,27.46,18.2,28.1,27.07,19.61,16.78,5.44,2.49
2022,8,SE,0.0,1018.22,54.0,27.19,17.25,27.94,26.91,18.84,16.06,5.12,2.27
2022,9,SE,21.4,1015.97,54.0,25.75,24.9,21.2,25.38,26.7,13.1,5.6,5.6
2022,10,SE,85.0,1014.2,54.0,26.23,28.2,22.4,25.83,28.7,13.8,6.36,6.0
2022,11,SE,154.8,1011.68,54.0,26.01,29.0,22.2,25.53,29.2,21.5,6.65,5.9
2022,12,SE,47.4,1011.64,54.0,26.23,22.7,22.8,25.87,27.85,20.75,6.18,5.4
2023,1,SE,30.6,1012.53,54.0,27.08,24.1,23.5,26.71,27.9,17.9,6.41,5.4
2023,2,SE,92.6,1012.56,54.0,27.6,30.0,23.5,27.18,30.6,22.68,5.95,5.3
2023,3,SE,179.6,1012.54,54.0,27.5,30.0,22.6,27.03,30.4,14.0,5.76,5.2
2023,4,SE,196.0,1011.76,54.0,27.2,27.41,23.4,26.77,30.21,14.4,5.01,4.8
2023,5,SE,433.6,1014.08,54.0,26.21,17.7,22.5,25.74,19.1,7.0,5.0,6.0
2023,6,SE,200.8,1016.44,54.0,25.4,16.5,22.0,24.91,19.2,9.52,5.06,5.0
2023,7,SE,191.4,1017.49,54.0,24.95,28.1,20.8,24.48,28.7,12.0,5.0,4.9
2023,8,SE,95.6,1016.12,54.0,25.29,22.17,21.1,24.82,23.7,16.7,5.75,5.1
2023,9,SE,46.2,1015.91,54.0,25.68,21.7,22.2,25.25,22.4,15.5,5.77,5.7
2023,10,SE,0.0,1012.93,54.0,26.05,21.01,25.88,25.83,21.28,20.54,6.94,3.75
2023,11,SE,10.6,1012.17,54.0,26.46,23.3,24.1,26.21,23.3,14.3,7.37,6.0
2023,12,SE,34.6,1012.28,54.0,27.03,23.6,22.7,26.65,23.8,17.4,6.36,6.5
2003,1,PA,132.0,1009.14,6375.3,25.48,25.9,22.0,25.03,26.0,21.0,3.82,3.8
2003,2,PA,486.0,1009.23,6467.39,25.29,25.7,21.9,24.85,26.5,20.2,3.58,4.6
2003,3,PA,601.4,1009.12,6462.53,25.48,26.1,22.3,25.04,26.7,20.1,3.61,4.5
2003,4,PA,409.4,1009.43,7248.26,25.93,25.9,22.9,25.46,26.2,19.6,3.44,4.8
2003,5,PA,449.1,1009.77,7356.21,27.05,25.4,22.8,26.48,26.4,20.3,4.11,4.4
2003,6,PA,89.6,1009.05,17495.11,29.51,25.1,24.5,28.85,25.5,19.5,4.74,4.0
2003,7,PA,158.8,1009.79,19481.73,30.29,25.2,23.4,29.64,25.9,15.9,5.12,3.1
2003,8,PA,136.6,1010.9,15503.3,28.4,25.5,23.6,27.79,25.6,18.4,4.86,5.1
2003,9,PA,216.6,1009.84,9788.01,26.73,25.2,22.7,26.16,26.0,19.3,4.22,4.2
2003,10,PA,173.4,1008.26,8683.17,26.96,25.6,22.8,26.45,26.2,18.9,4.25,3.7
2003,11,PA,191.8,1007.46,8656.03,27.27,25.5,22.3,26.74,27.4,19.1,4.31,4.1
2003,12,PA,207.5,1008.12,5647.01,26.33,25.9,22.9,25.92,26.3,19.1,3.82,4.2
2004,1,PA,375.2,1008.15,6774.65,26.44,26.0,22.6,25.99,26.6,19.0,4.1,4.8
2004,2,PA,665.1,1009.34,5750.32,25.18,25.7,22.4,24.73,26.2,20.8,3.31,4.1
2004,3,PA,581.8,1008.58,5880.41,25.55,25.7,23.2,25.1,26.9,20.7,3.2,5.1
2004,4,PA,476.0,1008.78,7580.31,26.25,25.7,22.6,25.73,26.6,21.0,3.31,4.3
2004,5,PA,383.07,1009.05,13815.9,28.64,25.9,23.9,27.95,26.1,20.2,4.54,5.0
2004,6,PA,140.33,1010.8,21887.69,29.7,24.6,24.4,28.98,25.4,20.1,4.76,4.0
2004,7,PA,7.8,1010.35,19336.52,29.01,24.4,23.0,28.14,25.0,18.7,4.72,3.6
2004,8,PA,87.2,1011.56,14077.02,27.52,25.5,23.0,26.81,25.9,17.5,4.64,4.3
2004,9,PA,652.67,1009.2,6307.35,25.54,24.8,22.3,25.01,26.1,19.1,3.98,4.5
